STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
Minnesota,"1,818",Vial label : GRB17 7-24-18,0,Program,YPTGRB,"7/23/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.95,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"1,818",Vial Label : GRB17 8-1-18,0,Program,YPTGRB,"7/31/2018, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,17,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.4,43.95,T. planipennisi confirmed (Juli Gould),cmallet,Great River Bluffs State Park 2,0
Minnesota,"2,825",Vial label : PI 8-28-18,0,Program,YPTPI,"8/27/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-91.68,44.08,T. planipennisi confirmed (Juli Gould),cmallet,Prairie Island,0
Minnesota,"2,957",Vial label : WP06 6-4-18,0,Program,YPTWP,"6/3/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.11,44.99,T. planipennisi confirmed (Juli Gould),cmallet,Wheelock Pkwy,0
Minnesota,"2,957",Vial Label : WP26 7-12-18,0,Program,YPTWP,"7/11/2018, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.12,44.98,T. planipennisi confirmed (Juli Gould),cmallet,Wheelock Pkwy,0
Minnesota,"2,957",Vial Label WP27 7-6-18,0,Program,YPTWP,"7/5/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.12,44.98,T. planipennisi confirmed (Juli Gould),cmallet,Wheelock Pkwy,0
Minnesota,"2,957",Vial label : WP30 8-16-18,0,Program,YPTWP,"8/15/2018, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.12,44.98,T. planipennisi confirmed (Juli Gould),cmallet,Wheelock Pkwy,0
Minnesota,"2,957",Vial label : WP 8-2-18,0,Program,YPTWP,"8/1/2018, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.12,44.98,T. planipennisi confirmed (Juli Gould),cmallet,Wheelock Pkwy,0
Minnesota,"2,957",Vial label : WP30 9-10-18,0,Program,YPTWP,"9/9/2018, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,30,Yes,"12/2/2018, 7:00 PM",Juli Gould,-93.12,44.98,T. planipennisi found (Juli Gould),cmallet,Wheelock Pkwy,0
Louisiana,"2,818",,0,Research,A1,"5/11/2018, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,10,Yes,,Juli Gould,-93.37,32.66,,Rodrigo,Site 2-NW Webster Parish,0
,"2,874",,0,Program,B Liesse,"10/16/2017, 8:00 PM",0,56,1,0,0,0,Logs in Tubes,157,Yes,,,-73.76,45.51,,gcjones,Parc Nature Bois-de-Liesse,0
,"2,956",,0,Program,B Summit,"10/16/2017, 8:00 PM",0,145,44,0,0,0,Logs in Tubes,131,Yes,,,-73.61,45.49,,gcjones,Boise Summit Woods,0
,,,0,Program,Metro,"10/24/2018, 8:00 PM",0,1,4,0,0,0,Logs in Tubes,209,Yes,,,-79.4,44.31,,gcjones,Metro Road Tract,0
,"2,734",,0,Program,Middleton,"5/4/2018, 8:00 PM",0,1,10,0,0,0,Bark in Tubes,5,Yes,,,-80.62,42.81,,gcjones,Middleton McConkey Tract,0
,"2,735",,0,Research,Wildwood,"5/3/2018, 8:00 PM",0,0,2,0,0,0,Bark in Tubes,5,Yes,,,-81.06,43.25,,gcjones,Wildwood CA,0
,"2,733",,0,Program,Ottawa,"5/8/2018, 8:00 PM",0,0,8,0,0,0,Bark in Tubes,5,Yes,,,-75.61,45.34,,gcjones,Ottawa,0
,"2,772",,0,Program,Wakefield,"5/8/2018, 8:00 PM",0,0,4,0,0,0,Bark in Tubes,5,Yes,,,-75.95,45.64,,gcjones,Wakefield,0
,,,0,,Barrie,"10/22/2018, 8:00 PM",0,20,0,0,0,0,Other,2,Yes,,,-79.71,44.35,pupae No releases conducted in this city,gcjones,,0
,,,0,,Barrie,"10/22/2018, 8:00 PM",0,12,0,0,0,0,Other,2,Yes,,,-79.71,44.35,larvae No releases conducted in this city,gcjones,,0
,,,0,,Barrie,"10/22/2018, 8:00 PM",0,41,0,0,0,0,Other,2,Yes,,,-79.71,44.35,larvae No releases conducted in this city,gcjones,,0
,,,0,,Barrie,"10/23/2018, 8:00 PM",0,9,0,0,0,0,Other,2,Yes,,,-79.69,44.42,larvae No releases conducted in this city,gcjones,,0
Minnesota,"3,119",,0,Program,WW01,"2/20/2019, 7:00 PM",0,29,0,0,2,0,Tree Debarking,10,Yes,,,-92.01,44.15,27 pupae and 2 larvae recovered,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WW02,"2/20/2019, 7:00 PM",0,29,0,,2,0,Tree Debarking,10,Yes,,,-92.01,44.16,29 pupae recovered,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WW03,"2/20/2019, 7:00 PM",0,59,0,,2,0,Tree Debarking,10,Yes,,,-92,44.17,,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WW04,"2/20/2019, 7:00 PM",0,26,0,0,1,0,Tree Debarking,10,Yes,,,-92,44.17,,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WW07,"2/21/2019, 7:00 PM",0,173,0,0,7,0,Tree Debarking,10,Yes,,,-91.99,44.18,,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WW08,"2/27/2019, 7:00 PM",0,4,0,0,1,0,Tree Debarking,10,Yes,,,-91.99,44.19,,cmallet,White Water WMA,0
Minnesota,"3,119",,0,Program,WWSP29,"3/11/2019, 8:00 PM",0,29,0,0,2,0,Tree Debarking,0,Yes,,,-92.05,44.06,Infested ash trees cut down in campground of state park by Conservation Corps Crew conducting chain saw training. Sampled 31 pieces of wood from the pile,cmallet,White Water WMA,0
Minnesota,"2,474",,0,Program,FS01,"3/10/2019, 8:00 PM",0,0,0,0,1,0,Tree Debarking,15,Yes,,,-93.18,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,FS02,"3/10/2019, 8:00 PM",0,231,0,0,8,0,Tree Debarking,15,Yes,,,-93.18,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,FS05,"3/14/2019, 8:00 PM",0,16,0,0,1,0,Tree Debarking,15,Yes,,,-93.18,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,FS08,"3/20/2019, 8:00 PM",0,7,0,0,2,0,Tree Debarking,15,Yes,,,-93.18,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",,0,Program,FS11,"3/20/2019, 8:00 PM",0,406,0,0,17,0,Tree Debarking,15,Yes,,,-93.19,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Michigan,"3,141",,0,Program,PAT2018,"3/18/2018, 8:00 PM",0,0,0,0,2,0,Tree Debarking,7,Yes,,,-76.79,39.29,,kabell,Pataspco State Park,0
Maryland,"3,140",,0,Program,GUN2018,"3/7/2018, 7:00 PM",0,6,0,0,0,4,Tree Debarking,9,Yes,,,-76.39,39.46,,kabell,Gunpowder State Park,0
Maryland,,,0,,CHA2018,"2/26/2019, 7:00 PM",0,54,0,0,1,2,Tree Debarking,4,Yes,,,-76.92,38.49,,kabell,,0
Maryland,"1,484",,0,Program,GAL2018,"2/12/2018, 7:00 PM",0,29,0,0,3,0,Tree Debarking,4,Yes,,,-76.97,38.71,,kabell,GALLAHAN,0
Maryland,"2,388",,0,Research,GRR2018,"3/12/2018, 8:00 PM",0,20,0,0,2,6,Tree Debarking,4,Yes,,,-78.49,39.62,,kabell,Devil's Alley,0
Michigan,"1,840",Trees and saplings were debarked,0,Program,SOU2018,"2/21/2018, 7:00 PM",0,15,0,0,2,0,Tree Debarking,14,Yes,,,-76.9,38.71,,kabell,South Hill,0
Maryland,"1,485",,0,Program,TAY2018,"2/13/2018, 7:00 PM",0,31,0,0,2,0,Tree Debarking,4,Yes,,,-76.98,38.7,,kabell,TAYLOR,0
Maryland,"2,649",,0,Research,LEO2018,"2/19/2018, 7:00 PM",0,16,0,0,1,0,Tree Debarking,10,Yes,,,-76.85,38.56,,kabell,Leonardtown Road,0
Maryland,"2,389",,0,Research,PEN2018,"2/20/2018, 7:00 PM",0,20,0,0,2,0,Tree Debarking,10,Yes,,,-77.12,38.59,,kabell,Pennies Road,0
Maryland,"2,388",,0,Research,YOB2018,"3/14/2018, 8:00 PM",0,0,0,0,4,0,Tree Debarking,0,Yes,,,-78.39,39.64,,kabell,Devil's Alley,0
Maryland,"2,650",,0,Research,CHA2017,"3/22/2017, 8:00 PM",0,112,0,0,2,0,Tree Debarking,6,Yes,,,-76.92,38.49,,kabell,Charles Street,1
Maryland,"2,388",,0,Research,DEV2017,"3/28/2017, 8:00 PM",0,60,0,0,2,0,Tree Debarking,6,Yes,,,-78.43,39.61,,kabell,Devil's Alley,0
Michigan,"1,484",,0,Program,GAL2017,"3/8/2017, 7:00 PM",0,0,0,0,0,0,Tree Debarking,6,Yes,,,-76.97,38.71,Species confirmed with DNA analysis by Juli Gould,kabell,GALLAHAN,1
Michigan,"1,749",trees and saplings,0,Program,GRR2017,"3/28/2017, 8:00 PM",0,125,0,0,6,0,Tree Debarking,7,Yes,,,-78.49,39.62,,kabell,GR1,0
Michigan,"2,649",trees and saplings,0,Research,LEO2017,"3/22/2017, 8:00 PM",0,208,0,0,9,1,Tree Debarking,4,Yes,,,-76.85,38.56,,kabell,Leonardtown Road,0
Michigan,"1,840",,0,Program,SOU2017,"3/16/2017, 8:00 PM",28,25,0,6,5,1,Tree Debarking,12,Yes,,,-76.82,38.71,,kabell,South Hill,0
Michigan,"2,388",trees and saplings,0,Research,YOB2017,"3/29/2017, 8:00 PM",0,186,0,0,6,0,Tree Debarking,14,Yes,,,-78.39,39.64,,kabell,Devil's Alley,0
Maryland,"1,485",saplings,0,Program,TAY2017,"3/16/2017, 8:00 PM",0,70,0,0,2,0,Tree Debarking,10,Yes,,,-76.98,38.7,,kabell,TAYLOR,0
Michigan,"3,116",,0,Program,CYL2019,"3/24/2019, 8:00 PM",0,23,0,0,1,0,Tree Debarking,3,Yes,,,-76.65,39.35,,kabell,Cylburn Arboretum,0
Maryland,"3,141",,0,Program,PAT2019,"4/3/2019, 8:00 PM",0,65,0,0,5,0,Tree Debarking,3,Yes,,,-76.79,39.3,,kabell,Pataspco State Park,0
Maryland,"3,140",,0,Program,GUN2019,"4/8/2019, 8:00 PM",0,11,0,0,2,0,Tree Debarking,3,Yes,,,-76.39,39.46,,kabell,Gunpowder State Park,0
Maryland,"3,141",,0,Program,PAT2019,"7/16/2019, 8:00 PM",1,0,0,0,0,0,Yellow Pan Traps,3,Yes,,,-76.78,39.3,,kabell,Pataspco State Park,0
Michigan,,,0,,BDR2016,"3/15/2016, 8:00 PM",0,20,0,0,1,0,Logs in Tubes,18,Yes,,,-76.84,39.25,,kabell,,0
Maryland,,,0,,BLK2016,"11/2/2016, 8:00 PM",0,5,0,0,2,0,Logs in Tubes,9,Yes,,,-77.27,39.24,,kabell,,0
Michigan,,,0,,JB2017,"1/30/2017, 7:00 PM",0,16,0,0,2,0,Logs in Tubes,6,Yes,,,-76.7,38.81,,kabell,,0
Maryland,"3,155",,0,Research,MRP2016,"11/9/2016, 7:00 PM",0,22,0,0,2,0,Logs in Tubes,15,Yes,,,-77.15,39.16,,kabell,Muncaster Recreational Park,0
Maryland,"3,155",,0,Research,MRP2017,"12/11/2017, 7:00 PM",0,138,0,0,3,0,Logs in Tubes,17,Yes,,,-77.15,39.16,,kabell,Muncaster Recreational Park,0
Maryland,,,0,,BB2016,"11/2/2016, 8:00 PM",0,3,0,0,1,0,Logs in Tubes,4,Yes,,,-77.19,39.28,,kabell,,0
Maryland,,,0,,SHW2018,"1/17/2018, 7:00 PM",0,14,0,0,1,0,Logs in Tubes,18,Yes,,,-77.18,39.28,,kabell,,0
Maryland,,,0,,RV2018,"1/18/2018, 7:00 PM",0,52,0,0,3,0,Logs in Tubes,15,Yes,,,-77.19,39.09,,kabell,,0
Maryland,,,0,,OX2018,"1/15/2018, 7:00 PM",0,32,0,0,2,0,Logs in Tubes,12,Yes,,,-76.84,38.93,,kabell,,0
Maryland,,,0,,TCR2018,"12/17/2018, 7:00 PM",0,30,0,0,4,0,Logs in Tubes,23,Yes,,,-77.31,39.16,,kabell,,0
Maryland,,,0,,CF2019,"2/25/2019, 7:00 PM",0,1,0,0,1,0,Logs in Tubes,12,Yes,,,-77.46,39.63,,kabell,,0
Maryland,"2,650",,0,Research,CHA2018,"2/26/2018, 7:00 PM",2,0,0,1,0,0,Tree Debarking,14,Yes,,,-76.92,38.49,,saker,Charles Street,0
Maryland,"2,389",,0,Research,PEN2018,"2/20/2018, 7:00 PM",2,0,0,1,0,0,Tree Debarking,17,Yes,,,-77.12,38.59,,saker,Pennies Road,0
Maryland,"2,649",,0,Research,LEO2018,"2/19/2018, 7:00 PM",2,0,0,1,0,0,Tree Debarking,15,Yes,,,-76.85,38.56,,saker,Leonardtown Road,0
Maryland,"3,155",,0,Research,MRP2017,"12/11/2017, 7:00 PM",1,0,0,1,0,0,Logs in Tubes,17,Yes,,,-77.15,39.16,,saker,Muncaster Recreational Park,0
Missouri,"3,258","2 sample vials YPTs 2,13",0,Program,3258,"6/5/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-94.85,39.8,T. planipennisi found (Juli Gould),vshoemaker,Krug Park,0
Missouri,"3,258","4 sample vials YPTs 2,3,7,8",0,Program,3258,"6/12/2019, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-94.85,39.8,T. planipennisi found (Juli Gould),vshoemaker,Krug Park,0
Missouri,"3,240","2 sample vials YPTs 13,14",0,Program,3240,"5/12/2019, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.03,37.56,T. planipennisi found (Juli Gould),vshoemaker,Slabtown,0
Missouri,"3,240","5 sample vials YPTs 1,3,8,12,13",0,Program,3240,"5/21/2019, 8:00 PM",0,5,0,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.03,37.56,T. planipennisi found (Juli Gould),vshoemaker,Slabtown,0
Missouri,"3,240","10 sample vials YPTs 1,3,5,6,7,8,9,11,13,15",0,Program,3240,"6/3/2019, 8:00 PM",0,4,8,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.03,37.56,T. planipennisi and O. agrili found (Juli Gould),vshoemaker,Slabtown,0
Missouri,"3,240",1 sample vial YPT 10,0,Program,3240,"8/14/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.03,37.56,T. planipennisi found (Juli Gould),vshoemaker,Slabtown,0
Missouri,"3,239","4 sample vials YPTs 6,7,8,10",0,Program,3239,"7/10/2019, 8:00 PM",0,0,3,0,0,0,Yellow Pan Traps,15,Yes,"12/29/2019, 7:00 PM",Juli Gould,-91.32,36.79,Oobius confirmed (Juli Gould),vshoemaker,Greer,0
Missouri,"3,232","7 sample vials YPTs 1,3,6,9,11,12,13",0,Program,3232,"6/2/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,13,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.18,37.67,1 tet. female (Juli Gould),vshoemaker,Ft. Leonard Wood,0
Missouri,"3,232","8 sample vials YPTs 1,2,3,7,8,10,12,13",0,Program,3232,"7/1/2019, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,12,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.18,37.67,O. agrili confirmed (Juli Gould),vshoemaker,Ft. Leonard Wood,0
Missouri,"3,232","5 sample vials YPTs 1,4,9,11,13",0,Program,3232,"7/7/2019, 8:00 PM",0,0,3,0,0,0,Yellow Pan Traps,11,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.18,37.67,Oobius confirmed (Juli Gould),vshoemaker,Ft. Leonard Wood,0
Missouri,"3,232","6 sample vials YPTs 1,2,4,6,11,12",0,Program,3232,"7/15/2019, 8:00 PM",0,0,3,0,0,0,Yellow Pan Traps,12,Yes,"12/29/2019, 7:00 PM",Juli Gould,-92.18,37.67,O. agrili found (Juli Gould),vshoemaker,Ft. Leonard Wood,0
Maryland,,,0,,CF2019,"4/9/2019, 8:00 PM",0,97,0,0,3,0,Logs in Tubes,16,Yes,,,-77.46,39.63,,saker,,0
Maryland,"3,155",,0,Research,MRP2018,"12/4/2018, 7:00 PM",1,7,0,1,2,0,Logs in Tubes,11,Yes,,,-77.16,39.16,,saker,Muncaster Recreational Park,0
Maryland,,,0,,RV2019,"1/24/2019, 7:00 PM",0,22,0,0,2,0,Logs in Tubes,18,Yes,,,-77.19,39.09,,saker,,0
Virginia,"3,182",,0,Program,3182,"6/20/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,4,Yes,"11/12/2019, 7:00 PM",Julie Gould,-77.47,38.9,T. planipennisi found (Juli Gould),fxarg,North Cub Run SV,0
Virginia,"3,185",,0,Program,3185,"6/20/2019, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,4,Yes,"11/12/2019, 7:00 PM",Julie Gould,-77.43,38.89,Oobius confirmed (Juli Gould),fxarg,Flatlick SV,0
Virginia,"3,185",,0,Program,3185,"7/2/2019, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,3,Yes,"11/12/2019, 7:00 PM",Julie Gould,-77.43,38.89,Oobius confirmed (Juli Gould),fxarg,Flatlick SV,0
Minnesota,,"15 ypt set. Exact location of trap with t. planipennisi adult: 44.00264, -91.81041 . Adult confirmed by Juli Gould",0,,YPTFP,"8/5/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-91.81,44,T. planipennisi found (Juli Gould),cmallet,,0
Minnesota,"3,143","15 ypt traps set. exact location of trap with adult T. planipennisi: 44.005956, -91.808588. insect confirmed by Juli Gould",0,Program,YPTFP,"8/12/2019, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-91.81,44.01,T. planipennisi found (Juli Gould),cmallet,farmers community park,0
Maryland,,,0,,TCR2018,"12/9/2018, 7:00 PM",0,40,0,0,8,0,Logs in Tubes,22,Yes,,,-77.31,39.16,,saker,,0
Maryland,"3,141",,0,Program,PAT2019,"10/21/2019, 8:00 PM",0,28,0,0,4,0,Tree Debarking,3,Yes,,,-76.78,39.3,"61/185 spathius confirmed S. galinae. Other broods were cocoons where adults had already emerged, ID was not possible . Exited cocoons awaiting molecular ID.",saker,Pataspco State Park,41
Minnesota,"2,474",2 clutches of tets ID: MDA.20191122.FS.10.A 18 trees debarked,0,Program,FS10.1119,"11/21/2019, 7:00 PM",0,0,0,0,2,0,Tree Debarking,18,Yes,,,-93.18,44.88,,cmallet,Fort Snelling Hillside Hwy 5,0
Minnesota,"2,474",1 clutch of tets ID: MDA.20191121.FS.08.C 18 trees debarked,0,Program,FS081119,"11/20/2019, 7:00 PM",0,0,0,0,1,0,Tree Debarking,18,Yes,,,-93.18,44.89,,cmallet,Fort Snelling Hillside Hwy 5,0
Maryland,"3,140",ID confirmed by Jason Mottern Smithsonian,0,Program,GUN1,"7/9/2019, 8:00 PM",0,0,8,0,0,0,Yellow Pan Traps,3,Yes,,,-76.39,39.46,,saker,Gunpowder State Park,0
Ohio,34,,0,Research,abr,"4/26/2010, 8:00 PM",0,0,0,0,1,0,,4,,,,-84.3,41.49,1 T. planipennisi confirmed (Juli Gould),Gould,abr,0
Michigan,25,,0,Research,GSW,"3/23/2010, 8:00 PM",0,0,0,7,1,0,Tree Debarking,4,Yes,,,-84.45,43.23,T. planipennisi and S. Agrili confirmed (Juli Gould),Gould,GSW,0
Michigan,22,,0,Research,SR,"3/23/2010, 8:00 PM",0,0,0,3,0,0,,4,,,,-84.11,43.34,S. agrili confirmed (Juli Gould),Gould,sr,0
Ohio,36,,0,Research,vbr,"3/23/2010, 8:00 PM",0,0,0,15,0,0,,4,,,,-83.62,41.13,S. agrili confirmed (Juli Gould),Gould,vbr,0
Pennsylvania,,Liu,0,,SGL 314,"3/4/2019, 7:00 PM",0,0,2,0,3,0,Logs in Tubes,10,Yes,,,-80.49,41.97,,PArelease11,,0
Pennsylvania,,,0,,Medix Run,"3/4/2019, 7:00 PM",0,0,17,0,1,0,Logs in Tubes,13,Yes,,,-78.42,41.24,,PArelease11,,0
Pennsylvania,,,0,,WCU,"3/4/2019, 7:00 PM",0,0,1,0,0,0,Logs in Tubes,10,Yes,,,-75.6,39.94,,PArelease11,,0
Virginia,,,0,,3182_2,"3/26/2019, 8:00 PM",4,0,0,0,0,0,Tree Debarking,39,Yes,,Max Ragozzino,-77.47,38.9,,fxarg,,0
New York,"1,736",,0,Research,Lehigh,"7/11/2017, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,46,Yes,,,-73.92,42.15,T. planipennisi confirmed (Juli Gould),Gould,Cementon North,0
New York,"1,736",,0,Research,Lehigh,"7/19/2017, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,36,Yes,,,-73.92,42.15,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Cementon North,0
New York,"1,736",,0,Research,Lehigh,"8/2/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,28,Yes,,,-73.92,42.15,T. planipennisi confirmed (Juli Gould),Gould,Cementon North,0
New York,"1,736",,0,Research,Lehigh,"8/16/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,42,Yes,,,-73.92,42.15,T. planipennisi confirmed (Juli Gould),Gould,Cementon North,0
New York,"1,736",,0,Research,Lehigh,"9/1/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,40,Yes,,,-73.92,42.15,T. planipennisi confirmed (Juli Gould),Gould,Cementon North,0
New York,"2,122",,0,Research,Holcim,"7/11/2017, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,37,Yes,,,-73.91,42.18,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"7/19/2017, 8:00 PM",0,7,0,0,0,0,Yellow Pan Traps,46,Yes,,,-73.91,42.18,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"7/26/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,43,Yes,,,-73.91,42.18,O. agrili confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"8/2/2017, 8:00 PM",0,6,0,0,0,0,Yellow Pan Traps,46,Yes,,,-73.91,42.18,T. planipennisi confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"8/9/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,43,Yes,,,-73.91,42.18,T. planipennisi confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"8/16/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,41,Yes,,,-73.91,42.18,T. planipennisi confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,122",,0,Research,Holcim,"9/1/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,43,Yes,,,-73.91,42.18,T. planipennisi confirmed (Juli Gould),Gould,Cementon North_C,0
New York,"2,417",,0,Research,LaurenTic,"7/19/2017, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,34,Yes,,,-73.95,42.12,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"7/26/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,46,Yes,,,-73.95,42.12,T. planipennisi confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"8/2/2017, 8:00 PM",0,2,1,0,0,0,Yellow Pan Traps,42,Yes,,,-73.95,42.12,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"8/9/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,39,Yes,,,-73.95,42.12,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Bristol Beach Control,0
New York,"1,744",,0,Research,Watts,"7/13/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,43,Yes,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts,"7/20/2017, 8:00 PM",0,1,1,0,0,0,Yellow Pan Traps,56,Yes,,,-79.01,42.16,Both T. planipennisi and O. agrili confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts,"7/27/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,40,Yes,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts,"8/3/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,39,Yes,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts,"8/10/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,37,Yes,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"1,744",,0,Research,Watts,"8/17/2017, 8:00 PM",0,8,0,0,0,0,Yellow Pan Traps,42,Yes,,,-79.01,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road,0
New York,"2,117",,0,Research,Airport,"7/20/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,50,Yes,,,-79.03,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road_C,0
New York,"2,117",,0,Research,Airport,"8/3/2017, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,37,Yes,,,-79.03,42.16,No exotic EAB parasitoids confirmed (Juli Gould),Gould,Watts Road_C,0
New York,"2,117",,0,Research,Airport,"8/17/2017, 8:00 PM",0,7,0,0,0,0,Yellow Pan Traps,35,Yes,,,-79.03,42.16,T. planipennisi confirmed (Juli Gould),Gould,Watts Road_C,0
New York,"2,118",,0,Research,Schoolhou,"7/13/2017, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,43,Yes,,,-79.03,42.16,T. planipennisi confirmed (Juli Gould),Gould,Conewango Road_C,0
